,state,county,candidate,party,total_votes,won,county_st,just_co
12477,Mississippi,Quitman County,Phil Collins,PRO,3,False,"Quitman County, Mississippi",Quitman 
12478,Mississippi,Quitman County,Brock Pierce,IND,3,False,"Quitman County, Mississippi",Quitman 
12479,Mississippi,Quitman County, Write-ins,WRI,3,False,"Quitman County, Mississippi",Quitman 
12480,Mississippi,Rankin County,Donald Trump,REP,50895,True,"Rankin County, Mississippi",Rankin 
12481,Mississippi,Rankin County,Joe Biden,DEM,18847,False,"Rankin County, Mississippi",Rankin 
12482,Mississippi,Rankin County,Jo Jorgensen,LIB,555,False,"Rankin County, Mississippi",Rankin 
12483,Mississippi,Rankin County,Kanye West,IND,135,False,"Rankin County, Mississippi",Rankin 
12484,Mississippi,Rankin County,Howie Hawkins,GRN,62,False,"Rankin County, Mississippi",Rankin 
12485,Mississippi,Rankin County,Phil Collins,PRO,57,False,"Rankin County, Mississippi",Rankin 
12486,Mississippi,Rankin County,Brian Carroll,ASP,50,False,"Rankin County, Mississippi",Rankin 
12487,Mississippi,Rankin County,Don Blankenship,CST,42,False,"Rankin County, Mississippi",Rankin 
12488,Mississippi,Rankin County,Brock Pierce,IND,12,False,"Rankin County, Mississippi",Rankin 
12489,Mississippi,Rankin County, Write-ins,WRI,0,False,"Rankin County, Mississippi",Rankin 
12490,Mississippi,Scott County,Donald Trump,REP,6285,True,"Scott County, Mississippi",Scott 
12491,Mississippi,Scott County,Joe Biden,DEM,4330,False,"Scott County, Mississippi",Scott 
12492,Mississippi,Scott County,Jo Jorgensen,LIB,38,False,"Scott County, Mississippi",Scott 
12493,Mississippi,Scott County,Kanye West,IND,24,False,"Scott County, Mississippi",Scott 
12494,Mississippi,Scott County,Howie Hawkins,GRN,22,False,"Scott County, Mississippi",Scott 
12495,Mississippi,Scott County,Phil Collins,PRO,13,False,"Scott County, Mississippi",Scott 
12496,Mississippi,Scott County,Brian Carroll,ASP,11,False,"Scott County, Mississippi",Scott 
12497,Mississippi,Scott County, Write-ins,WRI,11,False,"Scott County, Mississippi",Scott 
12498,Mississippi,Scott County,Don Blankenship,CST,6,False,"Scott County, Mississippi",Scott 
12499,Mississippi,Scott County,Brock Pierce,IND,4,False,"Scott County, Mississippi",Scott 
12500,Mississippi,Sharkey County,Joe Biden,DEM,1465,True,"Sharkey County, Mississippi",Sharkey 
12501,Mississippi,Sharkey County,Donald Trump,REP,688,False,"Sharkey County, Mississippi",Sharkey 
12502,Mississippi,Sharkey County,Jo Jorgensen,LIB,9,False,"Sharkey County, Mississippi",Sharkey 
12503,Mississippi,Sharkey County,Kanye West,IND,8,False,"Sharkey County, Mississippi",Sharkey 
12504,Mississippi,Sharkey County,Howie Hawkins,GRN,6,False,"Sharkey County, Mississippi",Sharkey 
12505,Mississippi,Sharkey County,Brian Carroll,ASP,5,False,"Sharkey County, Mississippi",Sharkey 
12506,Mississippi,Sharkey County,Don Blankenship,CST,1,False,"Sharkey County, Mississippi",Sharkey 
12507,Mississippi,Sharkey County,Phil Collins,PRO,1,False,"Sharkey County, Mississippi",Sharkey 
12508,Mississippi,Sharkey County,Brock Pierce,IND,0,False,"Sharkey County, Mississippi",Sharkey 
12509,Mississippi,Sharkey County, Write-ins,WRI,0,False,"Sharkey County, Mississippi",Sharkey 
12510,Mississippi,Simpson County,Donald Trump,REP,7635,True,"Simpson County, Mississippi",Simpson 
12511,Mississippi,Simpson County,Joe Biden,DEM,4037,False,"Simpson County, Mississippi",Simpson 
12512,Mississippi,Simpson County,Jo Jorgensen,LIB,49,False,"Simpson County, Mississippi",Simpson 
12513,Mississippi,Simpson County,Kanye West,IND,30,False,"Simpson County, Mississippi",Simpson 
12514,Mississippi,Simpson County,Howie Hawkins,GRN,23,False,"Simpson County, Mississippi",Simpson 
12515,Mississippi,Simpson County,Don Blankenship,CST,14,False,"Simpson County, Mississippi",Simpson 
12516,Mississippi,Simpson County,Phil Collins,PRO,14,False,"Simpson County, Mississippi",Simpson 
12517,Mississippi,Simpson County,Brian Carroll,ASP,9,False,"Simpson County, Mississippi",Simpson 
12518,Mississippi,Simpson County, Write-ins,WRI,5,False,"Simpson County, Mississippi",Simpson 
12519,Mississippi,Simpson County,Brock Pierce,IND,4,False,"Simpson County, Mississippi",Simpson 
12520,Mississippi,Smith County,Donald Trump,REP,6458,True,"Smith County, Mississippi",Smith 
12521,Mississippi,Smith County,Joe Biden,DEM,1791,False,"Smith County, Mississippi",Smith 
12522,Mississippi,Smith County,Jo Jorgensen,LIB,33,False,"Smith County, Mississippi",Smith 
12523,Mississippi,Smith County,Kanye West,IND,13,False,"Smith County, Mississippi",Smith 
12524,Mississippi,Smith County,Phil Collins,PRO,11,False,"Smith County, Mississippi",Smith 
12525,Mississippi,Smith County,Don Blankenship,CST,9,False,"Smith County, Mississippi",Smith 
12526,Mississippi,Smith County,Howie Hawkins,GRN,6,False,"Smith County, Mississippi",Smith 
12527,Mississippi,Smith County,Brian Carroll,ASP,4,False,"Smith County, Mississippi",Smith 
12528,Mississippi,Smith County,Brock Pierce,IND,2,False,"Smith County, Mississippi",Smith 
12529,Mississippi,Smith County, Write-ins,WRI,0,False,"Smith County, Mississippi",Smith 
12530,Mississippi,Stone County,Donald Trump,REP,5964,True,"Stone County, Mississippi",Stone 
12531,Mississippi,Stone County,Joe Biden,DEM,1802,False,"Stone County, Mississippi",Stone 
12532,Mississippi,Stone County,Jo Jorgensen,LIB,57,False,"Stone County, Mississippi",Stone 
12533,Mississippi,Stone County,Phil Collins,PRO,14,False,"Stone County, Mississippi",Stone 
12534,Mississippi,Stone County,Don Blankenship,CST,13,False,"Stone County, Mississippi",Stone 
12535,Mississippi,Stone County,Kanye West,IND,12,False,"Stone County, Mississippi",Stone 
12536,Mississippi,Stone County,Howie Hawkins,GRN,8,False,"Stone County, Mississippi",Stone 
12537,Mississippi,Stone County,Brian Carroll,ASP,6,False,"Stone County, Mississippi",Stone 
12538,Mississippi,Stone County,Brock Pierce,IND,2,False,"Stone County, Mississippi",Stone 
12539,Mississippi,Stone County, Write-ins,WRI,0,False,"Stone County, Mississippi",Stone 
12540,Mississippi,Sunflower County,Joe Biden,DEM,6781,True,"Sunflower County, Mississippi",Sunflower 
12541,Mississippi,Sunflower County,Donald Trump,REP,2799,False,"Sunflower County, Mississippi",Sunflower 
12542,Mississippi,Sunflower County,Kanye West,IND,37,False,"Sunflower County, Mississippi",Sunflower 
12543,Mississippi,Sunflower County,Jo Jorgensen,LIB,18,False,"Sunflower County, Mississippi",Sunflower 
12544,Mississippi,Sunflower County,Howie Hawkins,GRN,14,False,"Sunflower County, Mississippi",Sunflower 
12545,Mississippi,Sunflower County,Don Blankenship,CST,13,False,"Sunflower County, Mississippi",Sunflower 
12546,Mississippi,Sunflower County,Brian Carroll,ASP,8,False,"Sunflower County, Mississippi",Sunflower 
12547,Mississippi,Sunflower County,Phil Collins,PRO,8,False,"Sunflower County, Mississippi",Sunflower 
12548,Mississippi,Sunflower County,Brock Pierce,IND,3,False,"Sunflower County, Mississippi",Sunflower 
12549,Mississippi,Sunflower County, Write-ins,WRI,2,False,"Sunflower County, Mississippi",Sunflower 
12550,Mississippi,Tallahatchie County,Joe Biden,DEM,3105,True,"Tallahatchie County, Mississippi",Tallahatchie 
12551,Mississippi,Tallahatchie County,Donald Trump,REP,2488,False,"Tallahatchie County, Mississippi",Tallahatchie 
12552,Mississippi,Tallahatchie County,Kanye West,IND,22,False,"Tallahatchie County, Mississippi",Tallahatchie 
12553,Mississippi,Tallahatchie County,Jo Jorgensen,LIB,20,False,"Tallahatchie County, Mississippi",Tallahatchie 
12554,Mississippi,Tallahatchie County,Howie Hawkins,GRN,15,False,"Tallahatchie County, Mississippi",Tallahatchie 
12555,Mississippi,Tallahatchie County,Brian Carroll,ASP,14,False,"Tallahatchie County, Mississippi",Tallahatchie 
12556,Mississippi,Tallahatchie County,Don Blankenship,CST,11,False,"Tallahatchie County, Mississippi",Tallahatchie 
12557,Mississippi,Tallahatchie County,Phil Collins,PRO,9,False,"Tallahatchie County, Mississippi",Tallahatchie 
12558,Mississippi,Tallahatchie County, Write-ins,WRI,6,False,"Tallahatchie County, Mississippi",Tallahatchie 
12559,Mississippi,Tallahatchie County,Brock Pierce,IND,1,False,"Tallahatchie County, Mississippi",Tallahatchie 
12560,Mississippi,Tate County,Donald Trump,REP,8707,True,"Tate County, Mississippi",Tate 
12561,Mississippi,Tate County,Joe Biden,DEM,4183,False,"Tate County, Mississippi",Tate 
12562,Mississippi,Tate County,Jo Jorgensen,LIB,84,False,"Tate County, Mississippi",Tate 
12563,Mississippi,Tate County,Kanye West,IND,56,False,"Tate County, Mississippi",Tate 
12564,Mississippi,Tate County,Brian Carroll,ASP,16,False,"Tate County, Mississippi",Tate 
12565,Mississippi,Tate County,Howie Hawkins,GRN,16,False,"Tate County, Mississippi",Tate 
12566,Mississippi,Tate County,Don Blankenship,CST,12,False,"Tate County, Mississippi",Tate 
12567,Mississippi,Tate County,Phil Collins,PRO,12,False,"Tate County, Mississippi",Tate 
12568,Mississippi,Tate County, Write-ins,WRI,8,False,"Tate County, Mississippi",Tate 
12569,Mississippi,Tate County,Brock Pierce,IND,7,False,"Tate County, Mississippi",Tate 
12570,Mississippi,Tippah County,Donald Trump,REP,8054,True,"Tippah County, Mississippi",Tippah 
12571,Mississippi,Tippah County,Joe Biden,DEM,1937,False,"Tippah County, Mississippi",Tippah 
12572,Mississippi,Tippah County,Jo Jorgensen,LIB,43,False,"Tippah County, Mississippi",Tippah 
12573,Mississippi,Tippah County,Kanye West,IND,25,False,"Tippah County, Mississippi",Tippah 
12574,Mississippi,Tippah County,Phil Collins,PRO,14,False,"Tippah County, Mississippi",Tippah 
12575,Mississippi,Tippah County,Don Blankenship,CST,11,False,"Tippah County, Mississippi",Tippah 
12576,Mississippi,Tippah County,Howie Hawkins,GRN,9,False,"Tippah County, Mississippi",Tippah 
12577,Mississippi,Tippah County,Brian Carroll,ASP,6,False,"Tippah County, Mississippi",Tippah 
12578,Mississippi,Tippah County,Brock Pierce,IND,3,False,"Tippah County, Mississippi",Tippah 
12579,Mississippi,Tippah County, Write-ins,WRI,0,False,"Tippah County, Mississippi",Tippah 
12580,Mississippi,Tishomingo County,Donald Trump,REP,7933,True,"Tishomingo County, Mississippi",Tishomingo 
12581,Mississippi,Tishomingo County,Joe Biden,DEM,1059,False,"Tishomingo County, Mississippi",Tishomingo 
12582,Mississippi,Tishomingo County,Jo Jorgensen,LIB,97,False,"Tishomingo County, Mississippi",Tishomingo 
12583,Mississippi,Tishomingo County,Kanye West,IND,15,False,"Tishomingo County, Mississippi",Tishomingo 
12584,Mississippi,Tishomingo County,Phil Collins,PRO,11,False,"Tishomingo County, Mississippi",Tishomingo 
12585,Mississippi,Tishomingo County,Don Blankenship,CST,10,False,"Tishomingo County, Mississippi",Tishomingo 
12586,Mississippi,Tishomingo County, Write-ins,WRI,9,False,"Tishomingo County, Mississippi",Tishomingo 
12587,Mississippi,Tishomingo County,Howie Hawkins,GRN,7,False,"Tishomingo County, Mississippi",Tishomingo 
12588,Mississippi,Tishomingo County,Brian Carroll,ASP,5,False,"Tishomingo County, Mississippi",Tishomingo 
12589,Mississippi,Tishomingo County,Brock Pierce,IND,1,False,"Tishomingo County, Mississippi",Tishomingo 
12590,Mississippi,Tunica County,Joe Biden,DEM,2580,True,"Tunica County, Mississippi",Tunica 
12591,Mississippi,Tunica County,Donald Trump,REP,926,False,"Tunica County, Mississippi",Tunica 
12592,Mississippi,Tunica County,Kanye West,IND,27,False,"Tunica County, Mississippi",Tunica 
12593,Mississippi,Tunica County,Jo Jorgensen,LIB,9,False,"Tunica County, Mississippi",Tunica 
12594,Mississippi,Tunica County,Phil Collins,PRO,7,False,"Tunica County, Mississippi",Tunica 
12595,Mississippi,Tunica County,Howie Hawkins,GRN,7,False,"Tunica County, Mississippi",Tunica 
12596,Mississippi,Tunica County,Brian Carroll,ASP,3,False,"Tunica County, Mississippi",Tunica 
12597,Mississippi,Tunica County, Write-ins,WRI,3,False,"Tunica County, Mississippi",Tunica 
12598,Mississippi,Tunica County,Don Blankenship,CST,2,False,"Tunica County, Mississippi",Tunica 
12599,Mississippi,Tunica County,Brock Pierce,IND,1,False,"Tunica County, Mississippi",Tunica 
12600,Mississippi,Union County,Donald Trump,REP,10373,True,"Union County, Mississippi",Union 
12601,Mississippi,Union County,Joe Biden,DEM,2160,False,"Union County, Mississippi",Union 
12602,Mississippi,Union County,Jo Jorgensen,LIB,81,False,"Union County, Mississippi",Union 
12603,Mississippi,Union County,Kanye West,IND,28,False,"Union County, Mississippi",Union 
12604,Mississippi,Union County,Howie Hawkins,GRN,13,False,"Union County, Mississippi",Union 
12605,Mississippi,Union County,Phil Collins,PRO,10,False,"Union County, Mississippi",Union 
12606,Mississippi,Union County,Don Blankenship,CST,9,False,"Union County, Mississippi",Union 
12607,Mississippi,Union County,Brian Carroll,ASP,6,False,"Union County, Mississippi",Union 
12608,Mississippi,Union County,Brock Pierce,IND,3,False,"Union County, Mississippi",Union 
12609,Mississippi,Union County, Write-ins,WRI,0,False,"Union County, Mississippi",Union 
12610,Mississippi,Walthall County,Donald Trump,REP,4220,True,"Walthall County, Mississippi",Walthall 
12611,Mississippi,Walthall County,Joe Biden,DEM,2835,False,"Walthall County, Mississippi",Walthall 
12612,Mississippi,Walthall County,Jo Jorgensen,LIB,19,False,"Walthall County, Mississippi",Walthall 
12613,Mississippi,Walthall County,Kanye West,IND,16,False,"Walthall County, Mississippi",Walthall 
12614,Mississippi,Walthall County,Don Blankenship,CST,6,False,"Walthall County, Mississippi",Walthall 
12615,Mississippi,Walthall County,Phil Collins,PRO,6,False,"Walthall County, Mississippi",Walthall 
12616,Mississippi,Walthall County,Howie Hawkins,GRN,6,False,"Walthall County, Mississippi",Walthall 
12617,Mississippi,Walthall County,Brock Pierce,IND,6,False,"Walthall County, Mississippi",Walthall 
12618,Mississippi,Walthall County,Brian Carroll,ASP,5,False,"Walthall County, Mississippi",Walthall 
12619,Mississippi,Walthall County, Write-ins,WRI,3,False,"Walthall County, Mississippi",Walthall 
12620,Mississippi,Warren County,Joe Biden,DEM,10442,True,"Warren County, Mississippi",Warren 
12621,Mississippi,Warren County,Donald Trump,REP,10365,False,"Warren County, Mississippi",Warren 
12622,Mississippi,Warren County,Jo Jorgensen,LIB,93,False,"Warren County, Mississippi",Warren 
12623,Mississippi,Warren County,Kanye West,IND,46,False,"Warren County, Mississippi",Warren 
12624,Mississippi,Warren County,Brian Carroll,ASP,25,False,"Warren County, Mississippi",Warren 
12625,Mississippi,Warren County,Phil Collins,PRO,25,False,"Warren County, Mississippi",Warren 
12626,Mississippi,Warren County,Howie Hawkins,GRN,25,False,"Warren County, Mississippi",Warren 
12627,Mississippi,Warren County,Don Blankenship,CST,24,False,"Warren County, Mississippi",Warren 
12628,Mississippi,Warren County,Brock Pierce,IND,8,False,"Warren County, Mississippi",Warren 
12629,Mississippi,Warren County, Write-ins,WRI,3,False,"Warren County, Mississippi",Warren 
12630,Mississippi,Washington County,Joe Biden,DEM,12503,True,"Washington County, Mississippi",Washington 
12631,Mississippi,Washington County,Donald Trump,REP,5300,False,"Washington County, Mississippi",Washington 
12632,Mississippi,Washington County,Kanye West,IND,71,False,"Washington County, Mississippi",Washington 
12633,Mississippi,Washington County,Jo Jorgensen,LIB,53,False,"Washington County, Mississippi",Washington 
12634,Mississippi,Washington County,Brian Carroll,ASP,21,False,"Washington County, Mississippi",Washington 
12635,Mississippi,Washington County,Phil Collins,PRO,19,False,"Washington County, Mississippi",Washington 
12636,Mississippi,Washington County,Howie Hawkins,GRN,19,False,"Washington County, Mississippi",Washington 
12637,Mississippi,Washington County, Write-ins,WRI,17,False,"Washington County, Mississippi",Washington 
12638,Mississippi,Washington County,Don Blankenship,CST,12,False,"Washington County, Mississippi",Washington 
12639,Mississippi,Washington County,Brock Pierce,IND,10,False,"Washington County, Mississippi",Washington 
12640,Mississippi,Wayne County,Donald Trump,REP,6307,True,"Wayne County, Mississippi",Wayne 
12641,Mississippi,Wayne County,Joe Biden,DEM,3624,False,"Wayne County, Mississippi",Wayne 
12642,Mississippi,Wayne County,Jo Jorgensen,LIB,45,False,"Wayne County, Mississippi",Wayne 
12643,Mississippi,Wayne County,Kanye West,IND,37,False,"Wayne County, Mississippi",Wayne 
12644,Mississippi,Wayne County,Don Blankenship,CST,14,False,"Wayne County, Mississippi",Wayne 
12645,Mississippi,Wayne County,Howie Hawkins,GRN,11,False,"Wayne County, Mississippi",Wayne 
12646,Mississippi,Wayne County, Write-ins,WRI,10,False,"Wayne County, Mississippi",Wayne 
12647,Mississippi,Wayne County,Brian Carroll,ASP,8,False,"Wayne County, Mississippi",Wayne 
12648,Mississippi,Wayne County,Brock Pierce,IND,6,False,"Wayne County, Mississippi",Wayne 
12649,Mississippi,Wayne County,Phil Collins,PRO,4,False,"Wayne County, Mississippi",Wayne 
12650,Mississippi,Webster County,Donald Trump,REP,4291,True,"Webster County, Mississippi",Webster 
12651,Mississippi,Webster County,Joe Biden,DEM,1043,False,"Webster County, Mississippi",Webster 
12652,Mississippi,Webster County,Jo Jorgensen,LIB,27,False,"Webster County, Mississippi",Webster 
12653,Mississippi,Webster County,Kanye West,IND,16,False,"Webster County, Mississippi",Webster 
12654,Mississippi,Webster County, Write-ins,WRI,7,False,"Webster County, Mississippi",Webster 
12655,Mississippi,Webster County,Brian Carroll,ASP,5,False,"Webster County, Mississippi",Webster 
12656,Mississippi,Webster County,Don Blankenship,CST,4,False,"Webster County, Mississippi",Webster 
12657,Mississippi,Webster County,Phil Collins,PRO,4,False,"Webster County, Mississippi",Webster 
12658,Mississippi,Webster County,Brock Pierce,IND,3,False,"Webster County, Mississippi",Webster 
12659,Mississippi,Webster County,Howie Hawkins,GRN,2,False,"Webster County, Mississippi",Webster 
12660,Mississippi,Wilkinson County,Joe Biden,DEM,2749,True,"Wilkinson County, Mississippi",Wilkinson 
